   9.8548351e-01   6.0586579e-01
   1.7362693e-02   9.6670263e-01
   8.1939293e-01   8.2211740e-01
   6.2113871e-01   3.1775068e-01
   5.6022204e-01   5.8769677e-01
   2.4403153e-01   1.3020167e-01
   8.2200759e-01   2.5435426e-01
   2.6321193e-01   8.0303090e-01
   7.5363453e-01   6.6784589e-01
   6.5964480e-01   1.3626353e-02
   2.1406286e-01   5.6157937e-01
   6.0211691e-01   4.5456094e-01
   6.0493711e-01   9.0494922e-01
   6.5950155e-01   2.8215885e-01
   1.8336363e-01   6.5034354e-02
   6.3654691e-01   4.7659189e-01
   1.7030911e-01   9.8371192e-01
   5.3960111e-01   9.2234958e-01
   6.2339418e-01   5.6119625e-01
   6.8588997e-01   6.5232469e-01
   6.7734595e-01   7.7267960e-01
   8.7683002e-01   1.0617579e-01
   1.2890500e-02   1.0733656e-03
   3.1040223e-01   5.4176379e-01
   7.7907925e-01   6.8577917e-03
   3.0729608e-01   4.5133767e-01
   9.2667831e-01   1.9566205e-01
   6.7871988e-01   7.8714313e-01
   7.4321493e-02   6.1856262e-01
   7.0669191e-02   1.5520957e-02
   1.1930467e-02   8.9085396e-01
   2.2715372e-01   7.6170319e-01
   5.1625200e-01   9.0703504e-01
   4.5820422e-01   7.5856860e-01
   7.0320334e-01   3.8072994e-01
   5.8248388e-01   3.3111079e-01
   5.0920600e-01   5.0407844e-01
   7.4289609e-02   5.6456859e-01
   1.9323631e-01   7.6719736e-01
   3.7960413e-01   7.7986778e-01
   2.7643472e-01   4.8409788e-01
   7.7088184e-01   8.0221322e-01
   3.1392999e-01   4.7101215e-01
   6.3819322e-01   2.0275890e-01
   9.8656686e-01   5.7961489e-01
   5.0287580e-01   6.6650026e-01
   9.4770338e-01   6.7676529e-01
   8.2802584e-01   9.4251124e-01
   9.1755720e-01   7.7014853e-01
   1.1307983e-01   7.3740432e-01
   8.1212591e-01   8.6626227e-01
   9.0826256e-01   9.9094832e-01
   1.5637612e-01   5.0392760e-01
   1.2211877e-01   6.2908555e-01
   7.6266647e-01   7.9261032e-01
   7.2180028e-01   4.4864921e-01
   6.5163982e-01   5.2435711e-01
   7.5402267e-01   1.7147322e-01
   6.6316201e-01   1.3066575e-01
   8.8349350e-01   2.1878112e-01
   2.7215744e-01   1.0548050e-01
   4.1943272e-01   1.4142585e-01
   2.1299366e-01   4.5696830e-01
   3.5599967e-02   7.8813305e-01
   8.1163704e-02   2.8106398e-01
   8.5056678e-01   2.2478673e-01
   3.4020345e-01   9.0887473e-01
   4.6615498e-01   7.3288452e-03
   9.1376324e-01   5.8873933e-01
   2.2857671e-01   5.4211787e-01
   8.6204490e-01   6.5352398e-01
   6.5661854e-01   3.1343498e-01
   8.9118280e-01   2.3115882e-01
   4.8814352e-01   4.1606383e-01
   9.9264565e-01   2.9879879e-01
   3.7332594e-01   6.7243639e-01
   5.3137832e-01   9.3825748e-01
   1.8131633e-01   3.4314769e-01
   5.0194434e-01   5.6296257e-01
   4.2219483e-01   1.1888856e-01
   6.6042740e-01   1.6902126e-01
   6.7365301e-01   2.7889542e-01
   9.5733018e-01   5.5681466e-01
   1.9186575e-01   4.8558916e-01
   1.1121644e-01   9.5222323e-01
   5.6505387e-01   2.3192084e-01
   9.6916627e-01   4.7865839e-01
   2.3743871e-02   5.2652240e-01
   8.7021582e-01   7.9272079e-01
   2.6876593e-02   1.9300765e-01
   5.1952869e-01   9.0960045e-01
   1.9229142e-01   9.2219639e-01
   7.1568905e-01   1.3266366e-02
   2.5067278e-01   7.6754963e-01
   9.3386482e-01   9.4734264e-01
   1.3718931e-01   8.1330552e-01
   5.2162234e-01   9.2382979e-01
   8.9520169e-01   1.9899726e-01
